key,caption,image_path,label
2371,8月24日下午四川内江市凌家镇突发山火,train/img/1792.jpg,0
3399,5月20日0时至24时北京新增58例本土确诊病例含2例无症状感染者转确诊病例和12例无症状感染者,train/img/2820.jpg,0
70,河南全省在疫情前高峰时有近20万家烟酒店，其中郑州市有3万余家。受多重因素影响，河南目前已有近2万家烟酒店倒闭，占比达到10%。,test/img/799.jpg,1
663,据有关消息称此次广州疫情事关于广州白云机场董事长带着患者去公海与香港人进行赌博从而导致被感染后在广州进行传播的患者21岁女据称是在西安体育学院的,train/img/84.jpg,1
2227,针对美国国会众议长佩洛西窜访中国台湾地区联合国维也纳办事处总干事联合国毒品和犯罪问题办公室执行主任瓦利6日接受新华社记者采访,train/img/1648.jpg,0
1940,再过三个月中国最大的烦恼就是钱太多是的钱太多了要漫流了 一方面因为对美国和瑞士银行业倒闭的恐慌现在从美国和瑞士的钱都流到香港了香港四,train/img/1361.jpg,1
173,西安中考外地回流生2023年西安中考11万，4万河南回流生，请政府高度关注。教育搞成产业化，黑色利益链，挤掉多少西安学生名额，请各政府及教育局明察,test/img/902.jpg,1
3881,据日本共同社报道针对15日日本首相岸田文雄的演讲场地传出爆炸声一事,train/img/3302.jpg,0
3225,俄罗斯矢量病毒学与生物技术国家科学中心下称矢量中心科研人员研制出了一种自动操作的检测试剂盒下称检测盒可用于检测包括猴痘病毒在内的正痘病毒,train/img/2646.jpg,0
7207,中国地震台网正式测定今天 16时20分在青海玉树州杂多县北纬33.14度,val/img/222.jpg,0
3122,芬兰总统办公室3日确认芬兰将于4月4日正式成为北大西洋公约组织成员国,train/img/2543.jpg,0
2103,上海增11例本土确诊48例本土无症状 据健康上海123202022年7月8日024时新增本土新冠肺炎确诊病例11例和无症状感染者48例,train/img/1524.jpg,0
2357,王毅说中国在中东发挥的始终是建设性作用,train/img/1778.jpg,0
2496,今天的国宝睡前故事来自湖南省博物馆藏品素纱单衣,train/img/1917.jpg,0
2399,近日正实战化训练的海军陆战队某旅,train/img/1820.jpg,0
3603,据日本富士电视台12日消息日本前首相安倍晋三的葬礼定于当天下午1时北京时间12时举行,train/img/3024.jpg,0
2998,美联储连续第二次加息75个基点 美国联邦储备委员会27日宣布加息75个基点将联邦基金利率目标区间上调到2.,train/img/2419.jpg,0
7072,银行行长为女儿学业被骗3.5亿王思聪是知道什么内幕了吗喵喵银行的钱不仅可以进入假系统如河南还可以被挪用经济下行时金融体系会逐层暴雷从外,val/img/87.jpg,1
3278,8月18日024时31个省自治区直辖市和新疆生产建设兵团报告新增确诊病例603例,train/img/2699.jpg,0
3998,加强对未参保的无生活来源失业人员救助帮扶记者6月7日从民政部获悉为应对疫情给一些困难群众生活造成的影响,train/img/3419.jpg,0
665,今天下午14时30分安徽淮北市同仁中学两个班级举行篮球比赛一名同学崴了脚多名同学围观时围墙突然坍塌造成5人死亡1人受伤安徽省安监局已派人赶赴事故现场,train/img/86.jpg,1
1481,华科大宿舍被雷劈了我科想做一个安静美少年现实这该死的喜剧人buff ,train/img/902.jpg,1
3533,据中时新闻网联合报26日报道洪都拉斯宣布与台湾断交,train/img/2954.jpg,0
3667,习近平指出北京冬奥会冬残奥会是中国人民爱国热情的激扬展示,train/img/3088.jpg,0
7353,巴西总统卢拉一行12日晚抵达上海开始对中国进行国事访问,val/img/368.jpg,0
7335,6月13日中共中央政治局委员中央外事工作委员会办公室主任杨洁篪在卢森堡与美国总统国家安全事务助理沙利文举行了会晤,val/img/350.jpg,0
225,14日下午，柬埔寨首相洪玛奈抵达北京首都国际机场，开始对中国进行正式访问。这是洪玛奈首相自上任以来的首次正式访问。今年正值中柬建交65周年。(@CGTN记者团）    ,test/img/954.jpg,0
1410,中华文化博大精深一句屡禁不止就把锅全甩给资本家了可实际上哪有什么屡禁又何谈不止加班文化为啥屡禁不止加班是文化吗搜了一下文化的概念,train/img/831.jpg,1
1265,2023年开头 ,train/img/686.jpg,1
2687,2022年7月14日安徽怀远县通过区域核酸筛查共发现151例初筛阳性人员,train/img/2108.jpg,0
2149,今天神十四航天员第一次出舱,train/img/1570.jpg,0
2856,近日上海崇明区市场监管局执法人员在日常巡查中发现,train/img/2277.jpg,0
2613,3月31日024时31个省自治区直辖市和新疆生产建设兵团报告新增确诊病例1827例,train/img/2034.jpg,0
3480,在4月6日举行的外交部例行记者会上有记者提问称,train/img/2901.jpg,0
2304,徐州新增本土确诊2例无症状11例 7月2日024时江苏新增本土确诊病例3例南京市1例,train/img/1725.jpg,0
3139,当地时间10日下午以色列军方同巴勒斯坦青年在巴勒斯坦约旦河西岸纳布卢斯以南地区爆发冲突,train/img/2560.jpg,0
2857,习近平指出北京冬奥会冬残奥会的成功举办,train/img/2278.jpg,0
184,分享图片,test/img/913.jpg,1
2995,6月28日安徽合肥,train/img/2416.jpg,0
616,被限转了只能说中文网络的乌烟瘴气在解放tw后能清净30吧太开心谁再有事没事pua简中网民直接拿这个数据糊ta熊脸 ,train/img/37.jpg,1
3762,总台央视记者今天3月29日从中国海油获悉我国首单以人民币结算的进口液化天然气采购交易在上海达成,train/img/3183.jpg,0
3428,6月1日024时31个省自治区直辖市和新疆生产建设兵团报告新增确诊病例37例,train/img/2849.jpg,0
2656,外交部发言人立陶宛交通与通讯部副部长瓦伊丘凯维丘特窜访中国台湾地区践踏一个中国原则,train/img/2077.jpg,0
2684,4月12日024时上海新增本土新冠肺炎确诊病例1189例和无症状感染者25141例,train/img/2105.jpg,0
2107,近期江苏盐城滨海县委组织部重点面向全县各级机关和国有企事业单位在编在岗的县管干部和中层干部,train/img/1528.jpg,0
2086,海南新增本土无症状245例8月7日024时31个省自治区直辖市和新疆生产建设兵团报告新增确诊病例380例,train/img/1507.jpg,0
3074,长春新增本土确诊1280例 据国家卫健委消息3月23日024时,train/img/2495.jpg,0
3015,河南银保监局河南省地方金融监管局河南银保监局河南省地方金融监管局公告第1号根据案件查办和资金资产追缴情况经研究,train/img/2436.jpg,0
1100,这下可以放心去峨眉山了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑声回收计划 ,train/img/521.jpg,1
3918,北海新增本土确诊32例无症状127例 7月27日024时广西新增本土确诊病例32例均在北海市海城区,train/img/3339.jpg,0
7164, 据韩国国民日报报道韩国前总统朴槿惠的幕僚柳永夏律师3月22日接受采访时表示,val/img/179.jpg,0
3183,习近平指出新民主主义革命时期,train/img/2604.jpg,0
2029,5月6日0时至24时北京新增45例本土确诊病例含1例4月27日3例5月5日诊断的无症状感染者转确诊病例和8例无症状感染者,train/img/1450.jpg,0
249, 文旅部、公安部发布通知，加强对5000人以上大型营业性演出活动的规范管理。①实行实名购票和实名入场制度，每场演出每个身份证件只能购买一张门票，购票人与入场人身份信息保持一致。②演出举办单位应当建立大,test/img/978.jpg,0
1722,泪战争可耻俄军已瘫痪乌克兰军事基础设施118处 ,train/img/1143.jpg,1
3986,6月10日唐山市公安局路北分局发布警情通报2022年6月10日凌晨2点40分许,train/img/3407.jpg,0
1168,唐山被打女生去世是谣言吗风太大我有点看不清这个世界了 ,train/img/589.jpg,1
1933,上周末下午我和肉松在家的时候就有人来敲门要清洗油烟机被我邻居骂了不开门还一直敲的那种细思极恐啊 ,train/img/1354.jpg,1
999,南京银行赶紧取钱ATM每日2w过今日24时接着取再小的余额也是合法劳动所得吧裂开又不是大风刮来的裂开到家老妈说家里还有一些南行的存单呢摊手,train/img/420.jpg,1
2254,5月2日济南新增本土无症状8例2022年5月2日0时至24时山东省报告新增本土确诊病例3例,train/img/1675.jpg,0
785,来自当地市议会的消息称俄罗斯在马里乌波尔开始使用移动火化炉收集被杀平民的尸体进行火化掩盖了犯罪的痕迹 ,train/img/206.jpg,1
3393,据玉渊谭天 台湾海峡中北部联合巡航巡查专项行动今日启动 ,train/img/2814.jpg,0
6994,一定要在刚刚得病的初期做一个正确的医疗决策让身体恢复正常机能让生活恢复常态啥事都没有如果做了错误的医疗决策往后余生都在为错误的决策打补,val/img/9.jpg,1
7038,真的假的 要是真的我就去莎人了微笑 ,val/img/53.jpg,1
1884,觉得免费 是很好的人 赶紧看看 羊毛出在羊身上 ,train/img/1305.jpg,1
3284,京平综合物流枢纽中欧班列北京莫斯科4月1日抵达俄罗斯莫斯科州别雷拉斯特火车站这是北京发出的首列直达欧洲的中欧班列,train/img/2705.jpg,0
2759,今天2022年世界女排联赛,train/img/2180.jpg,0
7000,科比梅西 ,val/img/15.jpg,1
1257,莫大的讽刺辉瑞大佬因新冠在上海去世 2022年12月22日根据大V爆料美国第一药企辉瑞中国临床运营部负责人陈可杰Ho Kit Chan新冠在上海瑞金医院过,train/img/678.jpg,1
3377,2022年6月28日下午神舟十三号航天员乘组翟志刚王亚平叶光富返回 74 天后,train/img/2798.jpg,0
1150,唐山女孩被暴力围殴是所有人的噩梦我想问一下唐山警察你说俩人已经被抓了为什么还有一个在别的地方吃饭发抖音 ,train/img/571.jpg,1
2422,近日世界首幅1250万月球全月地质图发布,train/img/1843.jpg,0
1231,1888年北京李菊耦是李鸿章的第二个女儿这年她嫁给了41岁的张佩纶此时的张佩纶系三婚而李菊耦时年二十二但李鸿章爱才心切特促成此事李菊耦育有,train/img/652.jpg,1
7013,这下可以放心去峨眉山了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑声回收计划 ,val/img/28.jpg,1
2824,新发地市场封控传言并不属实5月23日在北京市新型冠状病毒肺炎疫情防控工作第343场新闻发布会上,train/img/2245.jpg,0
3977,近日哈尔滨工业大学 公布了2022年高考录取通知书,train/img/3398.jpg,0
7245,当地时间12日俄罗斯白俄罗斯元首结束近3小时的会谈,val/img/260.jpg,0
3124,综合美媒消息当地时间8日中午,train/img/2545.jpg,0
676,深圳疫情真的假的 ,train/img/97.jpg,1
1197,看来在外的中国人开始醒悟了 ,train/img/618.jpg,1
7017,挺俄反美阿富汗塔利班语出惊人将有成千上万战士赴乌参战近日美国CNN采访了一名塔利班的指挥官这位指挥官语出惊人俄罗斯已经举起了与世界上不公正作斗争的旗,val/img/32.jpg,1
2567,蔚来 称事故发生后公司第一时间协同公安部门启动了事故原因调查分析程序,train/img/1988.jpg,0
923,成都疫情防控 越重视越严重 R018 怎么玩 ,train/img/344.jpg,1
7331,今天河南江苏山西福建安徽陕西等地陆续公布高考分数线接过成绩单的一刻不是终点,val/img/346.jpg,0
2524,嫌疑人乘电车前往安倍演讲地点日本奈良县警察本部当地时间8日晚举行记者会对前首相安倍晋三遇袭事件嫌疑人山上徹也的相关情况进行了说明,train/img/1945.jpg,0
1637,准备改行了 ,train/img/1058.jpg,1
5,我恨你们所有人啊啊啊啊啊,test/img/734.jpg,1
789,唐山警方回应打人事件唐山被打女生去世 管方请告诉我们哪个两个女生无生命危险 ,train/img/210.jpg,1
7140,大连人才招聘拒绝有海外履历包括港澳台的人应聘 ,val/img/155.jpg,1
2705,8月13日是国际左撇子日,train/img/2126.jpg,0
3275,7月24日14时22分搭载问天实验舱的长征五号B遥三运载火箭,train/img/2696.jpg,0
587,这个要点赞 ,train/img/8.jpg,1
3619,7月6日华为公共及政府事务部通过心声社区发布声明称,train/img/3040.jpg,0
3738,据日本经济新闻报道日本内阁官房长官松野博一8日对日本前首相安倍晋三遭枪击表态称,train/img/3159.jpg,0
1870,乌克兰士兵拥抱女儿道别也许是最后一次拥抱了 ,train/img/1291.jpg,1
3991,被中国采取反制措施的两家美国机构都有哪些涉台黑历史,train/img/3412.jpg,0
2813,北京疫情防控工作发布会通报北京朝阳区天堂超市酒吧规模聚集性疫情来势凶猛防控难度大,train/img/2234.jpg,0
1485,啊笑哈哈笑哈哈666666 ,train/img/906.jpg,1
1413,古有君王一怒为红颜今有老许一炮封几城 防住了越南偷渡客防不住德保偷情郎前有老美两弹降日本现有许某约炮震家乡 ,train/img/834.jpg,1
1916,三天又三天 重庆你在搞什么飞机啊全员停摆 交通停运 写字楼封锁 这跟封城有什么区别 重庆疫情重庆南岸区疫情重庆 ,train/img/1337.jpg,1
7132,一切才刚刚开始而已 ,val/img/147.jpg,1
7178, 据路透社援引英国太阳报3月31日消息有外交消息人士称,val/img/193.jpg,0
2340,熊猫宝宝这藏不住的超强镜头感iPanda熊猫频道 ,train/img/1761.jpg,0
340,习近平就朝鲜国庆75周年向朝鲜最高领导人金正恩致贺电。@新华社    ,test/img/1069.jpg,0
2379,据叙利亚通讯社消息今天25日,train/img/1800.jpg,0
1600,咔咔就是发烈士子女高考加20分引起其他家长不满女孩哭着说我把20分给你们你们能把爸爸还给我吗 ,train/img/1021.jpg,1
3592,今天2022年全国高考拉开大幕,train/img/3013.jpg,0
1089,分享图片 ,train/img/510.jpg,1
3664,外交部发言人华春莹宣布国家主席习近平将于4月21日应邀以视频方式出席博鳌亚洲论坛2022年年会开幕式并发表主旨演讲博鳌亚洲论坛年会开幕式2022博鳌论坛 ,train/img/3085.jpg,0
2089,据平安北京丰台 通报针对网传丰台区某小区附近遭遇陌生人抢孩子情况丰台警方经工作,train/img/1510.jpg,0
132,3608名回流生参加西安中考为何引众怒西安中考集齐各种离谱现象！1.18岁河南小伙荣登西安中考状元，复读了n年，空降西安，不买房不交税无社保，集体户口直接...,test/img/861.jpg,1
1411,泽连斯基俄不仅占了很多欧洲国家土地更有亚洲国家的俄是一个欧洲国家但占有那么多亚洲土地应该还给人家搜狐新闻,train/img/832.jpg,1
899,乌鲁木齐的 惨 ,train/img/320.jpg,1
3414,问加拿大国防部近日发表声明称中方军机多次在国际空域对执行联合国对朝制裁任务的加军机进行干扰,train/img/2835.jpg,0
3921,根据中国海关总署13日发布的数据一季度我国货物贸易进出口总值9.,train/img/3342.jpg,0
1764,网友烈士子女高考加20分引起其他家长不满女孩哭着说我把20分给你们你们能把爸爸还给我吗悲伤 ,train/img/1185.jpg,1
1700,中国谚语识时务者为俊杰弃暗投明放下屠刀立地成佛不当炮灰要粮票欢迎补充允悲笑cry ,train/img/1121.jpg,1
13,近日河南发生一起抱摔事件，一位光膀男子抱他人导致现场死亡，此事件曝光引发网络高度重视，此事件的发生真的是让人惨不忍睹。根据视频曝光可以看出，视频中有...,test/img/742.jpg,1
270,在12日晚于成都进行的热身赛中，国足0:1不敌叙利亚队。赛后新闻发布会上，国足主帅扬科维奇表示:“对阵马来西亚的比赛后，我们要求队员在比赛节奏方面提升。今天运气不好，没有赢下比赛。我们踢得很凶，也做了,test/img/999.jpg,0
3532,重点行业和人群加大检测频次国务院联防联控机制于5月23日周一下午3时召开新闻发布会国家卫生健康委新闻发言人宣传司副司长米锋会上表示要完善常态化监测机制,train/img/2953.jpg,0
7232,据美国福克斯新闻报道当地时间3月29日,val/img/247.jpg,0
3098,记者3日从退役军人事务部获悉根据中韩双方磋商达成的共识,train/img/2519.jpg,0
2095,近日深圳市福田区发生聚集性疫情,train/img/1516.jpg,0
3186,据今日俄罗斯RT电视台网站报道俄罗斯联邦安全会议副主席梅德韦杰夫当地时间26日对记者表示,train/img/2607.jpg,0
232,今天，北京市在昌平区组织举办2023年侵权假冒伪劣商品集中销毁活动，集中销毁市场监管、公安等市级相关成员单位及各区近期查处罚没的服装、箱包、白酒、涂料、汽车配件、医疗器械、化妆品等40余种侵权假冒伪劣,test/img/961.jpg,0
2308, 29日外交部发言人毛宁主持例行记者会,train/img/1729.jpg,0
2882,4月22日024时河北省新增本土新型冠状病毒肺炎确诊病例4例秦皇岛市3例唐山市1例,train/img/2303.jpg,0
900,如果这是真的鹅子可就缺了大德了给为战争死去的士兵家属赔偿11000卢布埋汰谁呢俄乌大战的结局会是什么 ,train/img/321.jpg,1
2668,点一盏心灯祈愿逝者安息,train/img/2089.jpg,0
7322,6月7日新增本土无症状80例 6月7日024时31个省自治区直辖市和新疆生产建设兵团报告新增确诊病例67例,val/img/337.jpg,0
1432,我妈好乐观 ,train/img/853.jpg,1
244, 据央视新闻客户端: 记者日前从河南省文物考古研究院获悉，郑州商城遗址考古取得重大突破，新发现迄今为止商代早期最大水系遗存，填补了对郑州商城南部空间布局认知的空白。距今3600多年的郑州商城遗址位于河,test/img/973.jpg,0
3964,5月6日在北京市新型冠状病毒肺炎疫情防控工作第326场新闻发布会上,train/img/3385.jpg,0
1631,在相关网站无此信息 ,train/img/1052.jpg,1
3010, 国家体育总局党组成员副局长杜兆才涉嫌严重违纪违法目前正接受中央纪委国家监委纪律审查和监察调查,train/img/2431.jpg,0
7202,3月31日下午国家主席习近平在人民大会堂会见来华进行正式访问的西班牙首相桑切斯,val/img/217.jpg,0
1535,泪泪泪 ,train/img/956.jpg,1
2525,综合新华社驻外记者报道俄罗斯总统新闻秘书佩斯科夫13日说俄罗斯与乌克兰代表团将于14日举行视频谈判,train/img/1946.jpg,0
1102,东航5735很明显了就是想的那样 ,train/img/523.jpg,1
2774,王亚平的冲天辫翟志刚的我已出舱,train/img/2195.jpg,0
2249,近日中国科研人员发现最早昆虫育幼行为科研团队在157块卡拉划蝽化石中,train/img/1670.jpg,0
1447,警察非法殴打我父亲致他死亡我麻木了 但我还不能停下 人民最后一道屏障都在作恶 不清楚还谈何生活 正义不能展现时 人人都是奴隶 ,train/img/868.jpg,1
261, 据日本共同社当地时间12日报道，日本原子能研究开发机构下属的核燃料循环工学研究所承认，本月8日工作人员在对位于茨城县东海村的该研究所钚燃料第三开发室内的手套箱进行定期检查时，发现了放射性物质引起的污,test/img/990.jpg,0
2610,台风马鞍登陆中央气象台消息10时30分前后,train/img/2031.jpg,0
1853,寻亲继孙卓之后又一个孩子在阳谷找到了网友建议阳谷县全员DNA检测1998年5月14日在上海闸北龙潭居委会被拐的武志强找到了与父母DNA比对成功父母准备,train/img/1274.jpg,1
3562,今天亚洲奥林匹克理事会宣布,train/img/2983.jpg,0
1455,我是 ,train/img/876.jpg,1
3507,新华社上海4月7日电 马英九先生一行7日结束在大陆的行程于午间搭机从上海返回台湾,train/img/2928.jpg,0
1664,我的晚饭长毛了哎 看到人家都有菜吃好羡慕哦 尤其是那个省政府家属院的 ,train/img/1085.jpg,1
2719, 4月13日15时许山东烟台芝罘区黄务街道夏家北山发生森林火情,train/img/2140.jpg,0
1612,念心思阳可恶和唐山的 地痞流氓有区别吗 ,train/img/1033.jpg,1
1743,什么叫好兄弟就是谁发现好工作了互相拉一把 ,train/img/1164.jpg,1
922,当年何必立今日何必拆谁又是谁的悲哀摊手 ,train/img/343.jpg,1
1673,野生滚滚doge ,train/img/1094.jpg,1
1849,重庆城市科技学院本人不是这个学校的也不知道我了解到的东西是不是真实的但是这个学校一直在压热搜还不让本校学生传播所以我发一下我了解到的这件,train/img/1270.jpg,1
2538,财政部国家卫生健康委日前联合发布通知称为切实维护好计划生育家庭合法权益,train/img/1959.jpg,0
1931,现在的人脸识别啊 一秒匹配 ,train/img/1352.jpg,1
2105,美第一夫人感染新冠美国第一夫人吉尔拜登的发言人16日发表声明说吉尔拜登确诊感染新冠病毒,train/img/1526.jpg,0
3200,人工智能AI热潮波及影视娱乐行业美国好莱坞报道者22日称,train/img/2621.jpg,0
1984,上海金山砍人事件原因别压了微笑这是21世纪微笑国民有权利发声微笑如果不上rs不在wb上发酵开来人们永远不知道这个事这件事就会不了了之微笑 ,train/img/1405.jpg,1
1064,天大的笑话没有盖章防控中心名字也不写全而且防控中心居然有权作出行政拘留决定笑死谁了 ,train/img/485.jpg,1
3049,据中国城市报 河北省唐山市全国文明城市资格近日已被中央文明办停止,train/img/2470.jpg,0
1639,心塞贴不知道孙医生现在怎么样了愿一切安好 ,train/img/1060.jpg,1
1068,四川泸定6.8级地震 这地震直接把我们小区横梁摇断了我还在这居家不得外出爱你爱你爱你 ,train/img/489.jpg,1
2358,最是激昂少年志最是闪耀追梦人,train/img/1779.jpg,0
823,呼和浩特警方通报呼和浩特一女子坠亡 真让人心寒了女儿撕心裂肺的哭喊没有一点用没有心的社区冷酷无情的政府人员 ,train/img/244.jpg,1
6991,劳荣枝的死刑复核下来了通知家属在4月12日前见面估计离南昌中院执行死刑的时间应该不远了家属如果早把请律师的钱拿去积极赔偿道歉受害人女魔头兴许还有活,val/img/6.jpg,1
3023,7月26日有消息称,train/img/2444.jpg,0
2351,22日贵州省六盘水市水城区人民政府发布情况通报近日,train/img/1772.jpg,0
2094,2022年5月16日024时新增本土新冠肺炎确诊病例77例和无症状感染者746例,train/img/1515.jpg,0
3453,杨健杨昊获男子10米台冠军季军7月3日在匈牙利布达佩斯举行的2022年世界游泳锦标赛跳水项目男子10米台决赛中,train/img/2874.jpg,0
2594,针对有家长反映学生在评优中受到不公平对待被班主任唆使全班孤立等问题4月2日凌晨,train/img/2015.jpg,0
1343,海珠区要用学校作为隔离点有消息称海珠区的疫情还是比较严重很多解除隔离的村民暂时还不能回村需要安置在学校今晚很多老师已经被上级教育部门征调去一,train/img/764.jpg,1
7042,全苏州都知道2号感染者有三了哈哈哈哈哈哈哈哈哈哈哈 ,val/img/57.jpg,1
2504,据中国铁路 今天上午8点半,train/img/1925.jpg,0
